Disease	Eval_ID	gene
medulloblastoma	TH_Eval_016	L1CAM
medulloblastoma	TH_Eval_016	LARS
medulloblastoma	TH_Eval_016	LHX2
medulloblastoma	TH_Eval_016	LHX8
medulloblastoma	TH_Eval_016	LINC00599
medulloblastoma	TH_Eval_016	LINC00969
medulloblastoma	TH_Eval_016	LMBR1L
medulloblastoma	TH_Eval_016	LPPR4
medulloblastoma	TH_Eval_016	LUC7L3
medulloblastoma	TH_Eval_016	MAB21L1
medulloblastoma	TH_Eval_016	MADD
medulloblastoma	TH_Eval_016	MAGEA3
medulloblastoma	TH_Eval_016	MAGEA6
medulloblastoma	TH_Eval_016	MALAT1
medulloblastoma	TH_Eval_016	MAN2A2
medulloblastoma	TH_Eval_016	MAPKBP1
medulloblastoma	TH_Eval_016	MAST1
medulloblastoma	TH_Eval_016	MAST2
medulloblastoma	TH_Eval_016	MAU2
medulloblastoma	TH_Eval_016	MCC
medulloblastoma	TH_Eval_016	MED24
medulloblastoma	TH_Eval_016	METTL22
medulloblastoma	TH_Eval_016	MKS1
medulloblastoma	TH_Eval_016	MOK
medulloblastoma	TH_Eval_016	MRPL30
medulloblastoma	TH_Eval_016	MRPL38
medulloblastoma	TH_Eval_016	MRPS2
medulloblastoma	TH_Eval_016	MRPS5
medulloblastoma	TH_Eval_016	MSH5
medulloblastoma	TH_Eval_016	MSTO1
medulloblastoma	TH_Eval_016	MT3
medulloblastoma	TH_Eval_016	MTA1
medulloblastoma	TH_Eval_016	MYT1
medulloblastoma	TH_Eval_016	MYT1L
medulloblastoma	TH_Eval_016	MZF1
medulloblastoma	TH_Eval_016	NAA40
medulloblastoma	TH_Eval_016	NAPB
medulloblastoma	TH_Eval_016	NAT9
medulloblastoma	TH_Eval_016	NDRG1
medulloblastoma	TH_Eval_016	NDRG3
medulloblastoma	TH_Eval_016	NELFCD
medulloblastoma	TH_Eval_016	NEURL4
medulloblastoma	TH_Eval_016	NEUROD1
medulloblastoma	TH_Eval_016	NEUROD2
medulloblastoma	TH_Eval_016	NFIB
medulloblastoma	TH_Eval_016	NISCH
medulloblastoma	TH_Eval_016	NNAT
medulloblastoma	TH_Eval_016	NOMO3
medulloblastoma	TH_Eval_016	NONO
medulloblastoma	TH_Eval_016	NPIPA1
medulloblastoma	TH_Eval_016	NPIPA5
medulloblastoma	TH_Eval_016	NPIPP1
medulloblastoma	TH_Eval_016	NPR3
medulloblastoma	TH_Eval_016	NPRL2
medulloblastoma	TH_Eval_016	NPTX1
medulloblastoma	TH_Eval_016	NPW
medulloblastoma	TH_Eval_016	NRL
medulloblastoma	TH_Eval_016	NRN1
medulloblastoma	TH_Eval_016	NT5DC2
medulloblastoma	TH_Eval_016	NUP188
medulloblastoma	TH_Eval_016	OLA1
medulloblastoma	TH_Eval_016	OTX2
medulloblastoma	TH_Eval_016	PAGR1
medulloblastoma	TH_Eval_016	PAN2
medulloblastoma	TH_Eval_016	PARP6
medulloblastoma	TH_Eval_016	PBX3
medulloblastoma	TH_Eval_016	PCBP1-AS1
medulloblastoma	TH_Eval_016	PCBP4
medulloblastoma	TH_Eval_016	PCDH17
medulloblastoma	TH_Eval_016	PCDH8
medulloblastoma	TH_Eval_016	PCGF1
medulloblastoma	TH_Eval_016	PCSK2
medulloblastoma	TH_Eval_016	PDE2A
medulloblastoma	TH_Eval_016	PDE4C
medulloblastoma	TH_Eval_016	PDIA2
medulloblastoma	TH_Eval_016	PHF19
medulloblastoma	TH_Eval_016	PHKA2
medulloblastoma	TH_Eval_016	PHYHIPL
medulloblastoma	TH_Eval_016	PI4KAP2
medulloblastoma	TH_Eval_016	PIAS1
medulloblastoma	TH_Eval_016	PIDD1
medulloblastoma	TH_Eval_016	PKD1
medulloblastoma	TH_Eval_016	PKD1P6
medulloblastoma	TH_Eval_016	PLCG1
medulloblastoma	TH_Eval_016	PLXNA3
medulloblastoma	TH_Eval_016	PNMA3
medulloblastoma	TH_Eval_016	POLR3D
medulloblastoma	TH_Eval_016	PPP2R2B
medulloblastoma	TH_Eval_016	PPP5C
medulloblastoma	TH_Eval_016	PRR3
medulloblastoma	TH_Eval_016	PRRT2
medulloblastoma	TH_Eval_016	PTPRN
medulloblastoma	TH_Eval_016	PVT1
medulloblastoma	TH_Eval_016	PVT1_1
medulloblastoma	TH_Eval_016	QRICH1
medulloblastoma	TH_Eval_016	RAB3A
medulloblastoma	TH_Eval_016	RABGGTA
medulloblastoma	TH_Eval_016	RASA4
medulloblastoma	TH_Eval_016	RASA4B
medulloblastoma	TH_Eval_016	RASGEF1B
medulloblastoma	TH_Eval_016	RBM14
medulloblastoma	TH_Eval_016	RBMX
medulloblastoma	TH_Eval_016	RBMX2
medulloblastoma	TH_Eval_016	RCOR2
medulloblastoma	TH_Eval_016	RD3
medulloblastoma	TH_Eval_016	REEP1
medulloblastoma	TH_Eval_016	RGS11
medulloblastoma	TH_Eval_016	RNF220
medulloblastoma	TH_Eval_016	RNF44
medulloblastoma	TH_Eval_016	RNU11
medulloblastoma	TH_Eval_016	ROBO3
medulloblastoma	TH_Eval_016	RP11-1212A22.4
medulloblastoma	TH_Eval_016	RP11-159D12.2
medulloblastoma	TH_Eval_016	RP11-20I20.4
medulloblastoma	TH_Eval_016	RP11-20O24.4
medulloblastoma	TH_Eval_016	RP11-231C14.4
medulloblastoma	TH_Eval_016	RP11-234A1.1
medulloblastoma	TH_Eval_016	RP11-274B21.2
medulloblastoma	TH_Eval_016	RP11-274B21.4
medulloblastoma	TH_Eval_016	RP11-343H5.4
medulloblastoma	TH_Eval_016	RP11-35N6.1
medulloblastoma	TH_Eval_016	RP11-3P17.5
medulloblastoma	TH_Eval_016	RP11-488C13.5
medulloblastoma	TH_Eval_016	RP11-677O4.6
medulloblastoma	TH_Eval_016	RP11-761N21.2
medulloblastoma	TH_Eval_016	RP11-958N24.1
medulloblastoma	TH_Eval_016	RP4-765C7.2
medulloblastoma	TH_Eval_016	RPL13AP5
medulloblastoma	TH_Eval_016	RPL24P4
medulloblastoma	TH_Eval_016	RPL26P19
medulloblastoma	TH_Eval_016	RPLP0P6
medulloblastoma	TH_Eval_016	RPRM
medulloblastoma	TH_Eval_016	RPS23P8
medulloblastoma	TH_Eval_016	RPS2P46
medulloblastoma	TH_Eval_016	RPS2P5
medulloblastoma	TH_Eval_016	RPS5
medulloblastoma	TH_Eval_016	RPS6KL1
medulloblastoma	TH_Eval_016	RSAD1
medulloblastoma	TH_Eval_016	RTN4RL2
medulloblastoma	TH_Eval_016	RUNDC3A
medulloblastoma	TH_Eval_016	SARM1
medulloblastoma	TH_Eval_016	SCG3
medulloblastoma	TH_Eval_016	SCLY
medulloblastoma	TH_Eval_016	SDK2
medulloblastoma	TH_Eval_016	SETD7
medulloblastoma	TH_Eval_016	SETDB1
medulloblastoma	TH_Eval_016	SEZ6
medulloblastoma	TH_Eval_016	SEZ6L
medulloblastoma	TH_Eval_016	SFI1
medulloblastoma	TH_Eval_016	SLC13A4
medulloblastoma	TH_Eval_016	SLC17A7
medulloblastoma	TH_Eval_016	SLC1A7
medulloblastoma	TH_Eval_016	SLC25A22
medulloblastoma	TH_Eval_016	SLC25A6
medulloblastoma	TH_Eval_016	SLC26A10
medulloblastoma	TH_Eval_016	SLC29A4
medulloblastoma	TH_Eval_016	SMARCD3
medulloblastoma	TH_Eval_016	SNAP25
medulloblastoma	TH_Eval_016	SNHG1
medulloblastoma	TH_Eval_016	SNORA40
medulloblastoma	TH_Eval_016	SNORA71
medulloblastoma	TH_Eval_016	SNORA8
medulloblastoma	TH_Eval_016	SNORD3B-1
medulloblastoma	TH_Eval_016	SNRNP200
medulloblastoma	TH_Eval_016	SNRPA
medulloblastoma	TH_Eval_016	SOX12
medulloblastoma	TH_Eval_016	SOX7
medulloblastoma	TH_Eval_016	SPTBN4
medulloblastoma	TH_Eval_016	SRRM2
medulloblastoma	TH_Eval_016	SRRM3
medulloblastoma	TH_Eval_016	SSBP3
medulloblastoma	TH_Eval_016	STK25
medulloblastoma	TH_Eval_016	STK36
medulloblastoma	TH_Eval_016	STMN2
medulloblastoma	TH_Eval_016	STRADA
medulloblastoma	TH_Eval_016	STX16
medulloblastoma	TH_Eval_016	STX1A
medulloblastoma	TH_Eval_016	SUPT7L
medulloblastoma	TH_Eval_016	SUV420H2
medulloblastoma	TH_Eval_016	SYN2
medulloblastoma	TH_Eval_016	SYNGAP1
medulloblastoma	TH_Eval_016	SYP
medulloblastoma	TH_Eval_016	TAF1C
medulloblastoma	TH_Eval_016	TARBP2
medulloblastoma	TH_Eval_016	TBC1D23
medulloblastoma	TH_Eval_016	TBC1D3L
medulloblastoma	TH_Eval_016	TBCE
medulloblastoma	TH_Eval_016	TBR1
medulloblastoma	TH_Eval_016	TBX1
medulloblastoma	TH_Eval_016	THOC5
medulloblastoma	TH_Eval_016	TMCC2
medulloblastoma	TH_Eval_016	TMEM131
medulloblastoma	TH_Eval_016	TMEM145
medulloblastoma	TH_Eval_016	TMEM164
medulloblastoma	TH_Eval_016	TMEM244
medulloblastoma	TH_Eval_016	TNPO2
medulloblastoma	TH_Eval_016	TRAP1
medulloblastoma	TH_Eval_016	TRIM28
medulloblastoma	TH_Eval_016	TRMT1
medulloblastoma	TH_Eval_016	TTR
medulloblastoma	TH_Eval_016	TTYH2
medulloblastoma	TH_Eval_016	TUBB2B
medulloblastoma	TH_Eval_016	TULP1
medulloblastoma	TH_Eval_016	U2AF2
medulloblastoma	TH_Eval_016	UBE2M
medulloblastoma	TH_Eval_016	UCKL1
medulloblastoma	TH_Eval_016	ULK3
medulloblastoma	TH_Eval_016	UNK
medulloblastoma	TH_Eval_016	UQCC1
medulloblastoma	TH_Eval_016	USP2
medulloblastoma	TH_Eval_016	USP32P2
medulloblastoma	TH_Eval_016	USP36
medulloblastoma	TH_Eval_016	VASH1
medulloblastoma	TH_Eval_016	WASF3
medulloblastoma	TH_Eval_016	WDR13
medulloblastoma	TH_Eval_016	WDR27
medulloblastoma	TH_Eval_016	XPO5
medulloblastoma	TH_Eval_016	XRCC1
medulloblastoma	TH_Eval_016	XXbac-BPG252P9.9
medulloblastoma	TH_Eval_016	ZC3H3
medulloblastoma	TH_Eval_016	ZCCHC11
medulloblastoma	TH_Eval_016	ZDHHC22
medulloblastoma	TH_Eval_016	ZDHHC8
medulloblastoma	TH_Eval_016	ZNF135
medulloblastoma	TH_Eval_016	ZNF337
medulloblastoma	TH_Eval_016	ZNF385B
medulloblastoma	TH_Eval_016	ZNF544
medulloblastoma	TH_Eval_016	ZNF579
medulloblastoma	TH_Eval_016	ZNF580
medulloblastoma	TH_Eval_016	ZNF581
medulloblastoma	TH_Eval_016	ZNF692
medulloblastoma	TH_Eval_016	ZNF814
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ABCA5
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	AC066694.1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ACACB
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ADAMTSL1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ADCY9
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ADD3
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	AGMO
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	AMPH
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	APBB2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	APPL1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ARNTL
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ARSJ
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ASMTL
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ATXN1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	BCAP29
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	BLOC1S5-TXNDC5
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	BMP6
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	BNC2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CAMK1G
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CCNG1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CDC14B
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CDC42BPA
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CDH8
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CDKN2C
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CDV3
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CHD3
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CHRM4
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CIT
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	COG5
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	COL25A1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	COL2A1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	COL6A6
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	COPS2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CRABP1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CRMP1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CRY1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CSDC2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CTB-12O2.1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CTNNAL1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CUL1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	CYTH3
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	DKK2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	DPP6
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	EBF1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	EBF2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	EBF3
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	EEF2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	EGLN1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ERG
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ETS1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ETV1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ETV5
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	EVI5L
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	EXOSC2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	FAM214A
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	FBN2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	FGF18
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	FGFBP1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	FMO1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	FOXC1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	FOXN3
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	GLI3
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	GLT8D2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	GPC3
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	GPC6
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	GPR162
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	GTDC1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	GTF2E2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	GTPBP1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	HBP1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	HIC1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	HMGA2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	HOXB8
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	HP
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	HSD11B1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	HSD17B12
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	HSD17B2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	IL17RD
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	ITGB1BP1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	KCTD13
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	KIAA0922
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	LARGE
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	LEMD3
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	LHX2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	LINC01234
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	LMO3
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	LPCAT1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	LRRC42
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	MAP2K6
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	MAP3K4
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	MAPK7
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	MATK
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	MCMBP
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	MEIS2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	MEOX2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	MICB
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	MLLT10
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	MSRB3
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	NCAN
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	NGF
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	NHEJ1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	NHSL1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	NOC3L
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	NPTX2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	NREP
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	NRN1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	OSBPL11
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	OSBPL6
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	P3H2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	PCDH18
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	PDE8B
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	PITPNC1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	PLSCR4
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	POLE
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	POLR1E
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	PPP2R5D
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	PPP2R5E
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	PRKAR2B
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	PRKD3
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	PTCH1
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	PTPN9
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	PXMP2
primitive neuroectodermal tumor of the central nervous system	TH_Eval_019	RAB3A
